Item Code,Item Description,Barcode,Category,Price,Image Filename
111226,PREMIUM PETIT FOUR BLACK GORABIA CHOCOLATE KG,1351214111226,FINI- PETIT FOUR,140.00,111226.jpg
111227,PREMIUM PETIT FOUR BLACK GHURAIBA ALMOND SLICE KG,1351214111227,FINI- PETIT FOUR,140.00,111227.jpg
111228,PREMIUM PETIT FOUR CIRCLE WHITE GORABIA ZAFFRON KG,1351214111228,FINI- PETIT FOUR,140.00,111228.jpg
111229,PREMIUM PETIT FOUR CIRCLE WHITE GORABIA CHOCLATE KG,1351214111229,FINI- PETIT FOUR,140.00,111229.jpg
111230,PREMIUM PETIT FOUR CIRCLE WHITE GORABIA ALMOND  KG,1351214111230,FINI- PETIT FOUR,140.00,111230.png
111231,PREMIUM PETIT FOUR ROSE CHOCOLATE KG,1351214111231,FINI- PETIT FOUR,140.00,111231.png
111232,PREMIUM PETIT FOUR BISCUIT CHOCLATE KG,1351214111232,FINI- PETIT FOUR,140.00,111232.jpg
111233,PREMIUM PETIT FOUR CIRCLE BLACK GORABIA CHOCLATE KG,1351214111233,FINI- PETIT FOUR,140.00,111233.jpg
111234,PREMIUM PETIT FOUR BISCUIT & CHOCOLATE& MILK & NUTS KG,1351214111234,FINI- PETIT FOUR,140.00,111234.jpg
111235,PREMIUM PETIT FOUR GORIBA KG,1351214111235,FINI- PETIT FOUR,140.00,111235.png
111236,PREMIUM PETIT FOUR RANGINA KG,1351214111236,FINI- PETIT FOUR,140.00,111236.png
111237,PREMIUM PETIT FOUR BISCUIT PISTACHIO & MILK KG,1351214111237,FINI- PETIT FOUR,140.00,111237.jpg
111238,PREMIUM PETIT FOUR BISCUIT HONEY & NUTS KG,1351214111238,FINI- PETIT FOUR,140.00,111238.jpg
111239,PREMIUM PETIT FOUR BISCUIT CHOCOLATE & MILK KG,1351214111239,FINI- PETIT FOUR,140.00,111239.png
111240,PREMIUM PETIT FOUR CUP CHOCOLATE KG,1351214111240,FINI- PETIT FOUR,140.00,111240.png
111241,PREMIUM PETIT FOUR CUP BISCUIT CARDAMOM KG,1351214111241,FINI- PETIT FOUR,140.00,111241.png
111242,PREMIUM PETIT FOUR CUP BISCUIT MILK  & NUTS KG,1351214111242,FINI- PETIT FOUR,140.00,111242.png
111243,PREMIUM PETIT FOUR BISCUIT DATES & SESAME & BLACK SEED KG,1351214111243,FINI- PETIT FOUR,140.00,111243.jpg
111244,PREMIUM PETIT FOUR PARAZZIC SESAME KG,1351214111244,FINI- PETIT FOUR,140.00,111244.jpg
111312,PREMIUM PETIT FOUR BISCUIT CHEESECAKE KG,1351214111312,FINI- PETIT FOUR,140.00,111312.png
111313,PREMIUM PETIT FOUR ZAFRAN BISCUIT,1351214111313,FINI- PETIT FOUR,140.00,111313.png
111314,PREMIUM PETIT FOUR CUP CHOCOLATE,1351214111314,FINI- PETIT FOUR,140.00,111314.jpg
111315,PREMIUM PETIT FOUR CUP BISCUIT PISTACHIO,1351214111315,FINI- PETIT FOUR,140.00,111315.png
111316,PREMIUM PETIT FOUR JAM,1351214111316,FINI- PETIT FOUR,140.00,111316.png
111317,PREMIUM PETIT FOUR PLAIN,1351214111317,FINI- PETIT FOUR,140.00,111317.png
111318,PREMIUM PETIT FOUR VANILLA,1351214111318,FINI- PETIT FOUR,140.00,111318.png
111319,PREMIUM PETIT FOUR CUP BISCUIT CHOCOLATE,1351214111319,FINI- PETIT FOUR,140.00,111319.jpg
112028,PREMIUM TRUFFLES WALNUT KG,1351214112028,FINI- PETIT FOUR,160.00,112028.jpg
112226,PREMIUM PETIT FOUR CUP CHOCOLATE WITH CRISPY KG,1351214112226,FINI- PETIT FOUR,140.00,112226.png
112228,PREMIUM PETIT FOUR BISCUIT PISTACHIO KG,1351214112228,FINI- PETIT FOUR,140.00,112228.png
112230,PREMIUM PETIT FOUR CUP CHOCOLATE WITH HAZELNUT KG,1351214112230,FINI- PETIT FOUR,140.00,112230.png
112296,PREMIUM PETIT FOUR DATES KG,1351214112296,FINI- PETIT FOUR,140.00,112296.jpg
112297,PREMIUM PETIT FOUR PISTACHIO KG,1351214112297,FINI- PETIT FOUR,140.00,112297.jpg
112347,PREMIUM PETIT FOUR WHITE GORABIA WHITE DARK CHOCO ALMOND WITH MILK CHOCO BASE,1351214112347,FINI- PETIT FOUR,140.00,112347.jpg
112348,PREMIUM PETIT FOUR BLACK GHURAIBA DARK CHOCOLATE KG,1351214112348,FINI- PETIT FOUR,140.00,112348.jpg
112349,PREMIUM PETIT FOUR BLACK GHURAIBA PISTACHIO KG,1351214112349,FINI- PETIT FOUR,140.00,112349.jpg
112350,PREMIUM PETIT FOUR BLACK GHURAIBA COCONUT KG,1351214112350,FINI- PETIT FOUR,140.00,112350.jpg
112362,PREMIUM PETIT FOUR WHITE GHURAIBA PISTACHIO KG,1351214112362,FINI- PETIT FOUR,140.00,112362.jpg
112483,PREMIUM PETIT FOUR BISCUIT CINNAMON WITH WALNUT KG,1351214112483,FINI- PETIT FOUR,140.00,112483.jpg
112498,PREMIUM PETIT FOUR CIRCLE BROWN GHURAIBA PISTACHIO KG,1351214112498,FINI- PETIT FOUR,140.00,112498.jpg
112499,PREMIUM PETIT FOUR CIRCLE BROWN GHURAIBA CHOCLATE KG,1351214112499,FINI- PETIT FOUR,140.00,112499.jpg
112500,PREMIUM PETIT FOUR CIRCLE BROWN GHURAIBA COCONUT KG,1351214112500,FINI- PETIT FOUR,140.00,112500.jpg
112501,PREMIUM PETIT FOUR CIRCLE BROWN GHURAIBA HAZELNUT KG,1351214112501,FINI- PETIT FOUR,140.00,112501.jpg
112502,PREMIUM PETIT FOUR CIRCLE BROWN GHURAIBA DARK CHOCLATE KG,1351214112502,FINI- PETIT FOUR,140.00,112502.jpg
112503,PREMIUM PETIT FOUR BISCUIT ALMOND KG,1351214112503,FINI- PETIT FOUR,140.00,112503.jpg
112504,PREMIUM PETIT FOUR BISCUIT CARAMEL KG,1351214112504,FINI- PETIT FOUR,140.00,112504.jpg
112505,PREMIUM PETIT FOUR BROWN MAMOUL OREO KG,1351214112505,FINI- PETIT FOUR,140.00,112505.jpg
112506,PREMIUM PETIT FOUR BROWN MAMOUL LOTUS KG,1351214112506,FINI- PETIT FOUR,140.00,112506.jpg
112507,PREMIUM PETIT FOUR ROUND SESAME CHOCO KG,1351214112507,FINI- PETIT FOUR,140.00,112507.jpg
112508,PREMIUM PETIT FOUR BISCUIT OREO KG,1351214112508,FINI- PETIT FOUR,140.00,112508.jpg
112524,PREMIUM PETIT FOUR GREEN GHURAIBA PISTACHIO KG,1351214112524,FINI- PETIT FOUR,140.00,112524.jpg
112525,PREMIUM PETIT FOUR SAPLEY WALNUT KG,1351214112525,FINI- PETIT FOUR,140.00,112525.jpg
112526,PREMIUM PETIT FOUR SUP PISTACHIO KG,1351214112526,FINI- PETIT FOUR,140.00,112526.jpg
112547,PREMIUM PETIT FOUR CIRCLE WHITE GHURAIBA COCONUT KG,1351214112547,FINI- PETIT FOUR,140.00,112547.jpg
112548,PREMIUM PETIT FOUR WHITE GHURAIBA COCONUT KG,1351214112548,FINI- PETIT FOUR,140.00,112548.jpg
112549,PREMIUM PETIT FOUR CIRCLE WHITE GHURAIBA DARK CHOCLATE KG,1351214112549,FINI- PETIT FOUR,140.00,112549.jpg
112550,PREMIUM PETIT FOUR WHITE CIRCLE GORABIA ALMOND SLICE KG,1351214112550,FINI- PETIT FOUR,140.00,112550.jpg
112551,PREMIUM PETIT FOUR BROWN CIRCLE GORABIA ALMOND SLICE KG,1351214112551,FINI- PETIT FOUR,140.00,112551.jpg
112553,PREMIUM PETIT FOUR CRESCENT MOON SESAME KG,1351214112553,FINI- PETIT FOUR,140.00,112553.jpg
112554,PREMIUM PETIT FOUR OVAL WALNUT KG,1351214112554,FINI- PETIT FOUR,140.00,112554.jpg
112555,PREMIUM PETIT FOUR KARPOOJ APRICOAT KG,1351214112555,FINI- PETIT FOUR,140.00,112555.jpg
112576,PREMIUM PETIT FOUR DATES WITH TAHINA KG,1351214112576,FINI- PETIT FOUR,140.00,112576.jpg
112582,PREMIUM PETIT FOUR MAMOUL SESAME KG,1351214112582,FINI- PETIT FOUR,140.00,112582.jpg
112583,PREMIUM PETIT FOUR MAMOUL WALNUT KG,1351214112583,FINI- PETIT FOUR,140.00,112583.jpg
112585,PREMIUM PETIT FOUR BLACK GHURAIBA ALMOND KG,1351214112585,FINI- PETIT FOUR,140.00,112585.jpg
112587,PREMIUM PETIT FOUR CIRCLE BLACK GHURAIBA ALMOND KG,1351214112587,FINI- PETIT FOUR,140.00,112587.jpg
112588,PREMIUM PETIT FOUR WHITE GHURAIBA DARK CHOCOLATE KG,1351214112588,FINI- PETIT FOUR,140.00,112588.jpg
112591,PREMIUM PETIT FOUR WRAPPED ROUND KONAFA CREAM KG,1351214112591,FINI- PETIT FOUR,140.00,112591.jpg
112592,PREMIUM PETIT FOUR WRAPPED ROUND KONAFA PISTACHIO CREAM KG,1351214112592,FINI- PETIT FOUR,140.00,112592.jpg
112593,PREMIUM PETIT FOUR WRAPPED ROUND KONAFA ALMOND KG,1351214112593,FINI- PETIT FOUR,140.00,112593.jpg
112594,PREMIUM PETIT FOUR WRAPPED ROUND KONAFA HAZELNUT NUTELLA KG,1351214112594,FINI- PETIT FOUR,140.00,112594.jpg
112595,PREMIUM PETIT FOUR WRAPPED COOKIES KINDER KG,1351214112595,FINI- PETIT FOUR,140.00,112595.jpg
112603,PREMIUM PETIT FOUR WHITE GHURAIBA ALMOND SLICE KG,1351214112603,FINI- PETIT FOUR,140.00,112603.jpg
112610,PREMIUM PETIT FOUR CUP NUTELLA WITH HALF HAZELNUT KG,1351214112610,FINI- PETIT FOUR,140.00,112610.jpg
112672,PREMIUM PETIT FOUR CUP BISCUIT STRAWBERRY KG,1351214112672,FINI- PETIT FOUR,140.00,112672.jpg
112691,PREMIUM PETIT FOUR CUP CREAM CARDAMOM KG,1351214112691,FINI- PETIT FOUR,140.00,112691.jpg
112692,PREMIUM PETIT FOUR KURASUP PISTACHIO BISCUITS KG,1351214112692,FINI- PETIT FOUR,140.00,112692.jpg
112693,PREMIUM PETIT FOUR KURASUP LOTUS BISCUITS KG,1351214112693,FINI- PETIT FOUR,140.00,112693.jpg
112695,PREMIUM PETIT FOUR GURAIBA KURFA KG,1351214112695,FINI- PETIT FOUR,140.00,112695.jpg
112703,PREMIUM PETIT FOUR CUP BISCUIT NUTELLA,1351214112703,FINI- PETIT FOUR,140.00,112703.jpg
112783,PREMIUM PETIT FOUR BISCUIT ANIS KG,1351214112783,FINI- PETIT FOUR,140.00,112783.jpg
112870,PREMIUM PETIT FOUR BROWN BISCUIT SUP CHOCOLATE KG,1351214112870,FINI- PETIT FOUR,140.00,112870.jpg
112871,PREMIUM PETIT FOUR BISCUIT NAKASHEH KG,1351214112871,FINI- PETIT FOUR,140.00,112871.jpg
112872,PREMIUM PETIT FOUR BISCUIT FINGER HAZELNUT KG,1351214112872,FINI- PETIT FOUR,140.00,112872.jpg
112873,PREMIUM PETIT FOUR BISCUIT LOGO CARAMEL KG,1351214112873,FINI- PETIT FOUR,140.00,112873.jpg
112975,PREMIUM PETIT FOUR CUP BISCUIT CARAMEL WALNUT KG,1351214112975,FINI- PETIT FOUR,140.00,112975.jpg
112976,PREMIUM PETIT FOUR CUP BISCUIT ROSE KG,1351214112976,FINI- PETIT FOUR,140.00,112976.jpg
112994,PREMIUM PETIT FOUR DIET BISCUIT WHOLE MILK KG,1351214112994,FINI- PETIT FOUR,140.00,112994.jpg
112995,PREMIUM PETIT FOUR DIET BISCUIT ALMOND KG,1351214112995,FINI- PETIT FOUR,140.00,112995.jpg
112996,PREMIUM PETIT FOUR DIET BISCUIT DATES SYRUP KG,1351214112996,FINI- PETIT FOUR,140.00,112996.jpg
112997,PREMIUM PETIT FOUR DIET BISCUIT BROWN FLOUR KG,1351214112997,FINI- PETIT FOUR,140.00,112997.jpg
113222,PREMIUM PETIT FOUR CUP BISCUIT KASHTA KG,1351214113222,FINI- PETIT FOUR,140.00,113222.jpg
113374,PREMIUM PETIT FOUR WHITE GORABIA WHITE DARK CHOCO PISTACHIO WITH MILK CHOCO BASE,1351214113374,FINI- PETIT FOUR,140.00,113374.jpg
113460,PREMIUM PETIT FOUR BLACK GHURABIA HAZELNUT KG,1351214113460,FINI- PETIT FOUR,140.00,113460.jpg
113559,PREMIUM PETIT FOUR BISCUIT CUP KUNAFA KG,1351214113559,FINI- PETIT FOUR,140.00,113559.jpg
114180,PREMIUM PETIT FOUR CUP BISCUIT POMEGRANATE KG,1351214114180,FINI- PETIT FOUR,140.00,114180.jpg
114205,PREMIUM PETIT FOUR BROWN COCONUT KG,1351214114205,FINI- PETIT FOUR,140.00,114205.jpg
114206,PREMIUM PETIT FOUR MURABBA HAZELNUT,1351214114206,FINI- PETIT FOUR,140.00,114206.jpg
114207,PREMIUM PETIT FOUR SUP ROSE CHOCOLATE,1351214114207,FINI- PETIT FOUR,140.00,114207.jpg
114208,PREMIUM PETIT FOUR TART CASHEW,1351214114208,FINI- PETIT FOUR,140.00,114208.jpg
114209,PREMIUM PETIT FOUR TART PISTACHIO,1351214114209,FINI- PETIT FOUR,140.00,114209.jpg
114210,PREMIUM PETIT FOUR CUP SLICE ALMOND KG,1351214114210,FINI- PETIT FOUR,140.00,114210.jpg
114211,PREMIUM PETIT FOUR TART NUTELLA LOGO,1351214114211,FINI- PETIT FOUR,140.00,114211.jpg
114212,PREMIUM PETIT FOUR TART NUTELLA HAZELNUT,1351214114212,FINI- PETIT FOUR,140.00,114212.jpg
114213,PREMIUM PETIT FOUR CUP APRICOT,1351214114213,FINI- PETIT FOUR,140.00,114213.jpg
114214,PREMIUM PETIT FOUR MURABBA ALMOND,1351214114214,FINI- PETIT FOUR,140.00,114214.jpg
114215,PREMIUM PETIT FOUR SUP ROSE VANILLA,1351214114215,FINI- PETIT FOUR,140.00,114215.jpg
114228,PREMIUM PETIT FOUR TART CARAMEL LOGO,1351214114228,FINI- PETIT FOUR,140.00,114228.jpg
100622,SAKAKER FRUITY- KG,1351214003497,FINI- SAKAKER,140.00,100622.jpeg
100623,SAKAKER CARAMEL- KG,1351214003498,FINI- SAKAKER,140.00,100623.jpeg
106192,SAKAKER PISTACHIO- KG,1351214106192,FINI- SAKAKER,140.00,106192.jpg
113553,SAKAKER SESAME- KG,1351214113553,FINI- SAKAKER,140.00,113553.jpg
112510,PREMIUM MILLE-FEUILLE BASIL POWDER KG,1351214112510,FINI- SALTED BISCUITS,110.00,112510.jpg
112511,PREMIUM MILLE-FEUILLE CHEESE KG,1351214112511,FINI- SALTED BISCUITS,110.00,112511.jpg
112512,PREMIUM MILLE-FEUILLE ZATTAR KG,1351214112512,FINI- SALTED BISCUITS,110.00,112512.jpg
112513,PREMIUM MILLE-FEUILLE SESAME KG,1351214112513,FINI- SALTED BISCUITS,110.00,112513.jpg
112514,PREMIUM MILLE-FEUILLE CURRY KG,1351214112514,FINI- SALTED BISCUITS,110.00,112514.jpg
112515,PREMIUM MILLE-FEUILLE CHILI POWDER KG,1351214112515,FINI- SALTED BISCUITS,110.00,112515.jpg
112516,PREMIUM MILLE-FEUILLE CUMIN KG,1351214112516,FINI- SALTED BISCUITS,110.00,112516.jpg
112517,PREMIUM BUTOSALEH ANIS KG,1351214112517,FINI- SALTED BISCUITS,110.00,112517.jpg
112518,PREMIUM BUTOSALEH CURRY KG,1351214112518,FINI- SALTED BISCUITS,110.00,112518.jpg
112519,PREMIUM BUTOSALEH CHILI POWDER KG,1351214112519,FINI- SALTED BISCUITS,110.00,112519.jpg
112520,PREMIUM BUTOSALEH SESAME KG,1351214112520,FINI- SALTED BISCUITS,110.00,112520.jpg
112521,PREMIUM CHEESE CUMIN KG,1351214112521,FINI- SALTED BISCUITS,110.00,112521.jpg
112522,PREMIUM CHEESE BASIL KG,1351214112522,FINI- SALTED BISCUITS,110.00,112522.jpg
112523,PREMIUM CHEESE KETAN SEED KG,1351214112523,FINI- SALTED BISCUITS,110.00,112523.jpg
114203,PREMIUM SALTED BISCUIT CHEESE MINT KG,1351214114203,FINI- SALTED BISCUITS,110.00,114203.jpg
114204,PREMIUM SALTED BISCUIT CHEESE CAPRISON KG,1351214114204,FINI- SALTED BISCUITS,110.00,114204.jpg
112410,PREMIUM SALTED STICK BISCUITS SUMAK KG,1351214112410,FINI- SALTED STICKS,140.00,112410.jpg
112411,PREMIUM SALTED STICK BISCUITS PISTACHIO KG,1351214112411,FINI- SALTED STICKS,140.00,112411.jpg
112412,PREMIUM SALTED STICK BISCUITS ZATAR KG,1351214112412,FINI- SALTED STICKS,140.00,112412.jpg
112413,PREMIUM SALTED STICK BISCUITS CHEESE KG,1351214112413,FINI- SALTED STICKS,140.00,112413.jpg
112414,PREMIUM SALTED STICK BISCUITS SESAME KG,1351214112414,FINI- SALTED STICKS,140.00,112414.jpg
112420,PREMIUM SALTED STICK BISCUITS LOTUS KG,1351214112420,FINI- SALTED STICKS,140.00,112420.jpg
112596,PREMIUM SALTED STICK BISCUITS OREO KG,1351214112596,FINI- SALTED STICKS,140.00,112596.jpg
114219,PREMIUM SALTED STICK BISCUITS ROSE PINK KG,1351214114219,FINI- SALTED STICKS,140.00,114219.jpg
114220,PREMIUM SALTED STICK BISCUITS ZAFRAN KG,1351214114220,FINI- SALTED STICKS,140.00,114220.jpg
112016,PREMIUM TRUFFLES CACAO KG,1351214112016,FINI- TRUFFLES,160.00,112016.jpg
112017,PREMIUM TRUFFLES CARAMEL KG,1351214112017,FINI- TRUFFLES,160.00,112017.jpg
112018,PREMIUM TRUFFLES COCONUT KG,1351214112018,FINI- TRUFFLES,160.00,112018.jpg
112019,PREMIUM TRUFFLES DARK NUTELLA KG,1351214112019,FINI- TRUFFLES,160.00,112019.jpg
112020,PREMIUM TRUFFLES DARK OREO KG,1351214112020,FINI- TRUFFLES,160.00,112020.jpg
112021,PREMIUM TRUFFLES GOLD KG,1351214112021,FINI- TRUFFLES,160.00,112021.jpg
112022,PREMIUM TRUFFLES KUNAFA KG,1351214112022,FINI- TRUFFLES,160.00,112022.jpg
112023,PREMIUM TRUFFLES MANGO KG,1351214112023,FINI- TRUFFLES,160.00,112023.jpg
112024,PREMIUM TRUFFLES MILK KG,1351214112024,FINI- TRUFFLES,160.00,112024.jpg
112025,PREMIUM TRUFFLES MISKEH KG,1351214112025,FINI- TRUFFLES,160.00,112025.jpg
112026,PREMIUM TRUFFLES PISTACHIO KG,1351214112026,FINI- TRUFFLES,160.00,112026.jpg
112027,PREMIUM TRUFFLES POMEGRANATE KG,1351214112027,FINI- TRUFFLES,160.00,112027.jpg
112527,PREMIUM TRUFFLES LOTUS KG,1351214112527,FINI- TRUFFLES,160.00,112527.jpg
113296,PREMIUM TRUFFLES BISCUIT ROSE KG,1351214113296,FINI- TRUFFLES,160.00,113296.jpg
100900,PREMIUM ITALIAN WRAPPED KUNAFA KG,1351214100900,ITALIAN - WRAPPED,160.00,100900.jpg
111143,PREMIUM ITALIAN WRAPPED PISTACHIO CAKE KG,1351214111143,ITALIAN - WRAPPED,160.00,111143.jpg
111144,PREMIUM ITALIAN WRAPPED RED VELVET CLEAR WRAP CAKE KG,1351214111144,ITALIAN - WRAPPED,160.00,111144.jpg
111146,PREMIUM ITALIAN WRAPPED VANILLA CAKE KG,1351214111146,ITALIAN - WRAPPED,160.00,111146.jpg
111147,PREMIUM ITALIAN WRAPPED CHOCOLA CAKE KG,1351214111147,ITALIAN - WRAPPED,160.00,111147.jpg
111149,PREMIUM ITALIAN WRAPPED CIGAR KG,1351214111149,ITALIAN - WRAPPED,160.00,111149.jpg
111150,PREMIUM ITALIAN WRAPPED CIGAR LOTUS KG,1351214111150,ITALIAN - WRAPPED,160.00,111150.jpg
111151,PREMIUM ITALIAN WRAPPED CIGAR NUTELLA KG,1351214111151,ITALIAN - WRAPPED,160.00,111151.jpg
111152,PREMIUM ITALIAN WRAPPED CIGAR PISTACHIO KG,1351214111152,ITALIAN - WRAPPED,160.00,111152.jpg
111153,PREMIUM ITALIAN WRAPPED CIGAR COCONUT KG,1351214111153,ITALIAN - WRAPPED,160.00,111153.jpg
111154,PREMIUM ITALIAN WRAPPED FINGER CIGAR ALMOND KG,1351214111154,ITALIAN - WRAPPED,160.00,111154.jpg
111155,PREMIUM ITALIAN WRAPPED FINGER CIGAR LOTUS KG,1351214111155,ITALIAN - WRAPPED,160.00,111155.jpg
111156,PREMIUM ITALIAN WRAPPED FINGER CIGAR HAZELNUT KG,1351214111156,ITALIAN - WRAPPED,160.00,111156.jpg
111157,PREMIUM ITALIAN WRAPPED FINGER CIGAR NUTELLA KG,1351214111157,ITALIAN - WRAPPED,160.00,111157.jpg
111158,PREMIUM ITALIAN WRAPPED FINGER CIGAR PISTACHIO KG,1351214111158,ITALIAN - WRAPPED,160.00,111158.jpg
111159,PREMIUM ITALIAN WRAPPED FINGER RAHASH KG,1351214111159,ITALIAN - WRAPPED,160.00,111159.jpg
111160,PREMIUM ITALIAN WRAPPED RAHASH KG,1351214111160,ITALIAN - WRAPPED,160.00,111160.jpg
111161,PREMIUM ITALIAN WRAPPED DOME HAZELNUT CREAM KG,1351214111161,ITALIAN - WRAPPED,180.00,111161.jpg
111162,PREMIUM ITALIAN WRAPPED DOME PISTACHIO CREAM KG,1351214111162,ITALIAN - WRAPPED,180.00,111162.jpg
111163,PREMIUM ITALIAN WRAPPED ALMOND DATES KG,1351214111163,ITALIAN - WRAPPED,160.00,111163.jpg
111164,PREMIUM ITALIAN WRAPPED HAZELNUT DATES KG,1351214111164,ITALIAN - WRAPPED,160.00,111164.jpg
111165,PREMIUM ITALIAN WRAPPED TOFFEE CARAMEL  KG,1351214111165,ITALIAN - WRAPPED,160.00,111165.jpg
111167,PREMIUM ITALIAN WRAPPED PISTACHIO DATES KG,1351214111167,ITALIAN - WRAPPED,160.00,111167.jpg
111169,PREMIUM ITALIAN WRAPPED ZAFRAN PISTACHIO KG,1351214111169,ITALIAN - WRAPPED,160.00,111169.jpg
111170,PREMIUM ITALIAN WRAPPED NEW PISTACHIO KG,1351214111170,ITALIAN - WRAPPED,160.00,111170.jpg
111171,PREMIUM ITALIAN WRAPPED HONEY PISTACHIO  KG,1351214111171,ITALIAN - WRAPPED,160.00,111171.jpg
111172,PREMIUM ITALIAN WRAPPED WAFER PISTACHIO  KG,1351214111172,ITALIAN - WRAPPED,160.00,111172.jpg
111173,PREMIUM ITALIAN WRAPPED PISTACHIO DARK KG,1351214111173,ITALIAN - WRAPPED,160.00,111173.jpg
111174,PREMIUM ITALIAN WRAPPED PISTACHIO KG,1351214111174,ITALIAN - WRAPPED,160.00,111174.png
111175,PREMIUM ITALIAN WRAPPED DARK WAFER KG,1351214111175,ITALIAN - WRAPPED,160.00,111175.jpg
111177,PREMIUM BELGIAN WRAPPED BROWN CRUNCHY WAFER KG,1351214111177,BELGIUM - WRAPPED,135.00,111177.png
111178,PREMIUM ITALIAN WRAPPED MINI WAFER  KG,1351214111178,ITALIAN - WRAPPED,160.00,111178.jpg
111179,PREMIUM ITALIAN WRAPPED ALMOND RUCHE KG,1351214111179,ITALIAN - WRAPPED,160.00,111179.jpg
111180,PREMIUM ITALIAN WRAPPED ALMOND PRALINE KG,1351214111180,ITALIAN - WRAPPED,160.00,111180.jpg
111181,PREMIUM ITALIAN WRAPPED ALMOND NOUGA KG,1351214111181,ITALIAN - WRAPPED,160.00,111181.jpg
111182,PREMIUM ITALIAN WRAPPED ALMOND ZAFRAN  KG,1351214111182,ITALIAN - WRAPPED,160.00,111182.jpg
111183,PREMIUM ITALIAN WRAPPED ALMOND WAFER KG,1351214111183,ITALIAN - WRAPPED,160.00,111183.jpg
111184,PREMIUM ITALIAN WRAPPED HAZELNUT KG,1351214111184,ITALIAN - WRAPPED,160.00,111184.jpg
111185,PREMIUM ITALIAN WRAPPED HAZELNUT NOUGA KG,1351214111185,ITALIAN - WRAPPED,160.00,111185.jpg
111186,PREMIUM ITALIAN WRAPPED HAZELNUT DARK KG,1351214111186,ITALIAN - WRAPPED,160.00,111186.jpg
111187,PREMIUM ITALIAN WRAPPED HAZELNUT WAFER KG,1351214111187,ITALIAN - WRAPPED,160.00,111187.jpg
111188,PREMIUM ITALIAN WRAPPED HAZELNUT RUCHE KG,1351214111188,ITALIAN - WRAPPED,160.00,111188.jpg
111189,PREMIUM ITALIAN WRAPPED TRIANGLE HAZELNUT KG,1351214111189,ITALIAN - WRAPPED,160.00,111189.jpg
111190,PREMIUM ITALIAN WRAPPED TRIANGLE ALMOND KG,1351214111190,ITALIAN - WRAPPED,160.00,111190.png
111191,PREMIUM ITALIAN WRAPPED TRIANGLE  KG,1351214111191,ITALIAN - WRAPPED,160.00,111191.jpg
111192,PREMIUM ITALIAN WRAPPED COFFEE LATTE KG,1351214111192,ITALIAN - WRAPPED,160.00,111192.jpg
111193,PREMIUM ITALIAN WRAPPED BAKLAWA KG,1351214111193,ITALIAN - WRAPPED,160.00,111193.jpg
111194,PREMIUM ITALIAN WRAPPED LOTUS KG,1351214111194,ITALIAN - WRAPPED,160.00,111194.jpg
111195,PREMIUM ITALIAN WRAPPED SNICKERS KG,1351214111195,ITALIAN - WRAPPED,160.00,111195.png
111196,PREMIUM ITALIAN WRAPPED BROWNIES PEACAN KG,1351214111196,ITALIAN - WRAPPED,160.00,111196.png
111197,PREMIUM ITALIAN WRAPPED PRALINE KG,1351214111197,ITALIAN - WRAPPED,160.00,111197.jpg
111198,PREMIUM ITALIAN WRAPPED FERRERO KG,1351214111198,ITALIAN - WRAPPED,160.00,111198.jpg
111199,PREMIUM ITALIAN WRAPPED LION BAR KG,1351214111199,ITALIAN - WRAPPED,160.00,111199.jpg
111200,PREMIUM ITALIAN WRAPPED BIG OREO KG,1351214111200,ITALIAN - WRAPPED,160.00,111200.jpg
111201,PREMIUM ITALIAN WRAPPED CHEESE CAKE KG,1351214111201,ITALIAN - WRAPPED,160.00,111201.jpg
111202,PREMIUM ITALIAN WRAPPED WALNUT KG,1351214111202,ITALIAN - WRAPPED,160.00,111202.jpg
111203,PREMIUM ITALIAN WRAPPED CRISPY KG,1351214111203,ITALIAN - WRAPPED,160.00,111203.jpg
111204,PREMIUM ITALIAN WRAPPED HAL CHOCOLATE KG,1351214111204,ITALIAN - WRAPPED,160.00,111204.png
111205,PREMIUM ITALIAN WRAPPED BISCUIT CUP NUTELLA KG,1351214111205,ITALIAN - WRAPPED,160.00,111205.jpg
111995,PREMIUM ITALIAN WRAPPED CHEESE CARAMEL KG,1351214111995,ITALIAN - WRAPPED,160.00,111995.jpg
111996,PREMIUM ITALIAN WRAPPED CHOCOLATE WAFFLE KG,1351214111996,ITALIAN - WRAPPED,160.00,111996.jpg
111997,PREMIUM ITALIAN WRAPPED CRUNCHY NUTELLA KG,1351214111997,ITALIAN - WRAPPED,160.00,111997.jpg
111998,PREMIUM ITALIAN WRAPPED CRUNCHY WAFER2 KG,1351214111998,ITALIAN - WRAPPED,160.00,111998.jpg
111999,PREMIUM ITALIAN WRAPPED CUP SAFFRON KG,1351214111999,ITALIAN - WRAPPED,160.00,111999.jpg
112000,PREMIUM ITALIAN WRAPPED DARK FINGER RAHASH KG,1351214112000,ITALIAN - WRAPPED,160.00,112000.jpg
112001,PREMIUM ITALIAN WRAPPED DARK ORANGE KG,1351214112001,ITALIAN - WRAPPED,160.00,112001.jpg
112002,PREMIUM ITALIAN WRAPPED DIET HAZELNUT KG,1351214112002,ITALIAN - WRAPPED,160.00,112002.jpg
112003,PREMIUM ITALIAN WRAPPED DIET PISTACHIO NUTS WITH CREAM KG,1351214112003,ITALIAN - WRAPPED,160.00,112003.jpg
